NTROQUEL	NOMBRE COMERCIAL	PRESENTACION	LABORATORIO	PVP	PSL
4017033	RANITRAL 150	150 mg comp.x 60	Austral	26	13
4017112	RANITRAL 300	300 mg comp.x 30	Austral	29	15
4943101	REACUR	pomo x 30 g	Austral	6	3
4028181	RIFALEP	300 mg caps.x 8	Austral	1204	602
3947001	RIFALEP PLUS	caps.x 32	Austral	3071	1536
4970913	SANIBIOTIC AUSTRAL	500 mg susp.x 90 ml	Austral	1706	853
3226021	SIMECON PEDIATRICO	gts.x 30 ml	Austral	120	60
4584812	SUAVILER	sol.oft.x 10 ml	Austral	680	340
3938274	SULFATRAL	cr.x 30 g	Austral	1006	503
3938272	SULFATRAL	cr.x 400 g	Austral	1464	732
4789261	SULFATRAL A	cr.x 50 g	Austral	1373	687
9929551	SULFATRAL CICATRIZANTE	cr.x 30 g	Austral	7	4
4309422	SULFATRAL-CERIO	cr.x 400 g	Austral	41	21
4309421	SULFATRAL-CERIO	cr.x 50 g	Austral	8	4
9913761	TEOFILINA RETARD AUSTRAL	300 mg comp.x 20	Austral	7	4
4138233	TIAMINA 300	300 mg comp.x 30	Austral	2871	1436
5350681	TOBRALEP	sol.oft.esteril x 5 ml	Austral	1197	599
5350711	TOBRALEP DX	susp.oft.esteril x 5 ml	Austral	1463	732
4328812	TOXAMBAY	jbe.x 90 ml	Austral	139	70
3770791	VITA D	fco.gotero x 10 ml	Austral	73	37
9913756	VITAMINA ACD Y FLUOR AUSTRAL	gts.x 30 ml	Austral	8	4
9913763	VITAMINA D AUSTRAL	10000 UI/ml gts.x 10 ml	Austral	14	7
5702131	ACIFUSIN	cr.x 15 g	Andr¢maco	3078	1539
5702261	ACIFUSIN	ung.x 15 g	Andr¢maco	3167	1584
5702391	ACIFUSIN B	cr.x 15 g	Andr¢maco	3539	1770
587524	ACNOXIN	gel x 45 g	Andr¢maco	4389	2195
587521	ACNOXIN	loc.x 120 ml	Andr¢maco	3228	1614
587522	ACNOXIN	loc.x 140 ml	Andr¢maco	2176	1088
587523	ACNOXIN	spray x 140 ml	Andr¢maco	5239	2620
36901	ANDRIODERMA	pda.x 25 g	Andr¢maco	1315	658
9920061	AVENO	acond.cap.x 250 ml	Andr¢maco	3683	1842
9920683	AVENO	emuls.x 250 ml	Andr¢maco	4009	2005
9955343	AVENO	emuls.x 400 ml	Andr¢maco	4191	2096
9931895	AVENO	gel de limp.x 150 ml	Andr¢maco	35	18
9926260	AVENO	gel de limp.x 250 ml	Andr¢maco	4007	2004
9908730	AVENO	jab.x 120 g	Andr¢maco	1144	572
9960604	AVENO	limpieza gel.x 250 g	Andr¢maco	4207	2104
9960603	AVENO	piel norm/sens cr.x 50g	Andr¢maco	5446	2723
9960602	AVENO	piel seca/sens cr.x 50g	Andr¢maco	3632	1816
9920062	AVENO	shamp.x 250 ml	Andr¢maco	1950	975
9952646	AVENO INFANTIL	acond.x 250 ml	Andr¢maco	4356	2178
9958131	AVENO INFANTIL	gel de ba¤o x 250 g	Andr¢maco	4437	2219
9952645	AVENO INFANTIL	shamp.x 250 ml	Andr¢maco	4482	2241
5122111	BETASALIC	loc.x 40 ml	Andr¢maco	3565	1783
5122271	BETASALIC	ung.x 15 g	Andr¢maco	1300	650
4380401	BETATOPIC	cr.x 15 g	Andr¢maco	11	6
640897	BETRIOL	ung.x 30 g	Andr¢maco	5542	2771
9923944	BUSHI	Escudo p/formar pez¢n x2	Andr¢maco	2047	1024
9923942	BUSHI	Pezonera siliconada x 2	Andr¢maco	1475	738
9928907	BUSHI	Sacaleche x 1	Andr¢maco	19	10
9923940	BUSHI CREMA	pomo x 100 g	Andr¢maco	2020	1010
9923939	BUSHI CREMA	pomo x 50 g	Andr¢maco	1273	637
41851	CITRIBIOT	comp.x 16	Andr¢maco	27	14
33012	CLINAL	pda.x 25 g	Andr¢maco	1129	565
35172	CODELASA	liq.x 100 ml	Andr¢maco	2598	1299
9959414	COMBO 2X1 HIPOGLOS POMADA VL	env. x 2 x 30 g	Andr¢maco	860	430
3997181	DAIVONEX	loc.x 30 ml	Andr¢maco	86	43
3387742	DAIVONEX	ung.x 100 g	Andr¢maco	83	42
3387741	DAIVONEX	ung.x 30 g	Andr¢maco	6711	3356
5080311	DEMACORT	cr.x 15 g	Andr¢maco	1546	773
2367881	DERALBINE	cr.x 35 g	Andr¢maco	7	4
2367882	DERALBINE	cr.x 40 g	Andr¢maco	2348	1174
2481891	DERALBINE	loc.x 30 ml	Andr¢maco	6	3
2481892	DERALBINE	loc.x 40 ml	Andr¢maco	2507	1254
2617514	DERALBINE	pvo.en spray x 90 g	Andr¢maco	5383	2692
2481711	DERALBINE	pvo.x 30 g	Andr¢maco	8	4
2481712	DERALBINE	pvo.x 40 g	Andr¢maco	2520	1260
9910929	DERALBINE SPRAY	spray x 120 g	Andr¢maco	15	8
2983822	DERMAGLOS	cr.x 100 g	Andr¢maco	1382	691
2983824	DERMAGLOS	cr.x 150 g	Andr¢maco	3378	1689
2983823	DERMAGLOS	cr.x 200 g	Andr¢maco	5216	2608
2983825	DERMAGLOS	cr.x 250 g	Andr¢maco	6027	3014
2983821	DERMAGLOS	cr.x 50 g	Andr¢maco	2056	1028
2704391	DERMAGLOS	emuls.x 100 ml	Andr¢maco	2185	1093
2704392	DERMAGLOS	emuls.x 200 ml	Andr¢maco	1820	910
2704397	DERMAGLOS	emuls.x 250 ml	Andr¢maco	1800	900
2704393	DERMAGLOS	emuls.x 400 ml	Andr¢maco	5181	2591
2704398	DERMAGLOS	emuls.x 500 ml	Andr¢maco	8909	4455
9960254	DERMAGLOS C AUTOBRONCEANTE	crema x 150 g	Andr¢maco	1390	695
9958768	DERMAGLOS C HID + PROT F20	emulsi¢n x 175 ml	Andr¢maco	3414	1707
9928745	DERMAGLOS C HID CR 175 GR	cr.x 175 g	Andr¢maco	2619	1310
9928746	DERMAGLOS C HID EM 300 ML	emuls.x 300 ml c/b	Andr¢maco	3750	1875
9950067	DERMAGLOS C HID INMEDIATA CR 175 GR	cr.x 175 g	Andr¢maco	3921	1961
9957646	DERMAGLOS C HID INMEDIATA CR 300 GR	cr.x 300 g	Andr¢maco	4297	2149
9959119	DERMAGLOS C HID INMEDIATA SPRAY 175 ML	emuls. x 175 g	Andr¢maco	3359	1680
9955639	DERMAGLOS C HID PROFUNDA CR 100 GR	cr.x 100 g	Andr¢maco	1332	666
9955640	DERMAGLOS C HID PROFUNDA CR 200 GR	cr.x 200 g	Andr¢maco	3161	1581
9943563	DERMAGLOS C M Y U CR 120 GR	cr.x 120 g	Andr¢maco	2285	1143
9942298	DERMAGLOS C M Y U CR 50 GR	cr.x 50	Andr¢maco	2268	1134
9957921	DERMAGLOS C PIEL DEL DIABETICO	crema x 100 g	Andr¢maco	2498	1249
9957647	DERMAGLOS C PIEL DEL DIABETICO	emulsi¢n x 300 ml	Andr¢maco	2734	1367
9957920	DERMAGLOS C PIEL DEL DIABETICO	emulsi¢n x 50 ml	Andr¢maco	1939	970
9955641	DERMAGLOS C REGENERACION INT CR 100 GR	cr.x 100 g	Andr¢maco	1609	805
9955642	DERMAGLOS C REGENERACION INT EM 300 ML	emul.x 300 ml	Andr¢maco	2934	1467
2983829	DERMAGLOS DELICADA FRAGANCIA	cr.x 200 g	Andr¢maco	6991	3496
2983827	DERMAGLOS DELICADA FRAGANCIA	cr.x 50 g	Andr¢maco	1929	965
2704394	DERMAGLOS DELICADA FRAGANCIA	emuls.x 100 ml	Andr¢maco	2619	1310
2704396	DERMAGLOS DELICADA FRAGANCIA	emuls.x 400 ml	Andr¢maco	4787	2394
9958835	DERMAGLOS F AGUA MICELAR	loci¢n x 200 ml	Andr¢maco	2197	1099
9960253	DERMAGLOS F AGUA MICELAR	loci¢n x 400 ml	Andr¢maco	1852	926
9958497	DERMAGLOS F BB CREAM	tono claro cr.x 50 g	Andr¢maco	5200	2600
9958498	DERMAGLOS F BB CREAM	tono medio cr.x 50 g	Andr¢maco	3232	1616
9948245	DERMAGLOS F CONTORNO OJOS CR 15 GR	cr.x 15 g	Andr¢maco	4492	2246
9957922	DERMAGLOS F DESMAQUILLANTE OJOS	loc.x 100 ml	Andr¢maco	2900	1450
9950070	DERMAGLOS F DESMAQUILLANTE OJOS	loc.x 120 ml	Andr¢maco	2338	1169
9928743	DERMAGLOS F HID F12 P NORMAL CR 50 GR	cr.x 50 g	Andr¢maco	1401	701
9928744	DERMAGLOS F HID F12 P NORMAL EM 75 ML	emuls.x 75 ml	Andr¢maco	3066	1533
9948048	DERMAGLOS F HID F20 P NORMAL CR 70 GR	cr.x 70 g	Andr¢maco	3630	1815
9948049	DERMAGLOS F HID F20 P NORMAL EM 70 ML	emuls.x 70 ml	Andr¢maco	3777	1889
9943529	DERMAGLOS F HID P MIX A GRASA GL 70 GR	gel x 70 g	Andr¢maco	5603	2802
9946389	DERMAGLOS F HID P SECA CR 70 GR	cr.x 70 g	Andr¢maco	5566	2783
9938255	DERMAGLOS F LECHE LIMP 200 ML	leche x 200 ml	Andr¢maco	2539	1270
9959117	DERMAGLOS F LECHE LIMP 200 ML	leche x 200 ml	Andr¢maco	2407	1204
9943528	DERMAGLOS F LIMP P MIX A GRASA GL 150 GR	gel x 150 g	Andr¢maco	2510	1255
9950842	DERMAGLOS F LIMP P NORMAL GL 150 GR	gel x 150 g	Andr¢maco	1698	849
9950071	DERMAGLOS F MAT P MIX A GRAS F30 CR 50 G	cr.x 50 g	Andr¢maco	2940	1470
9930560	DERMAGLOS F NUT P NORMAL CR 70 GR	cr.x 70 g	Andr¢maco	5881	2941
9946388	DERMAGLOS F NUT P SECA CR 50 GR	cr.x 50 g	Andr¢maco	3317	1659
9952216	DERMAGLOS F ROSACEA	emulsi¢n x 50 ml	Andr¢maco	4466	2233
9959579	DERMAGLOS F SERUM AH	serum x 30 ml	Andr¢maco	4957	2479
9938254	DERMAGLOS F TONICO HID 200 ML	t¢nico x 200 ml	Andr¢maco	2887	1444
9959118	DERMAGLOS F TONICO HID 200 ML	t¢nico x 200 ml	Andr¢maco	2429	1215
9960035	DERMAGLOS F ULTRA ESTRUC NOCHE	cr. x 50 g	Andr¢maco	9065	4533
9960034	DERMAGLOS F ULTRA ESTRUCTURA DIA	cr. x 50 g	Andr¢maco	5136	2568
9960028	DERMAGLOS F ULTRA FIRMEZA CONT	cr. x 15 g	Andr¢maco	5567	2784
9960029	DERMAGLOS F ULTRA FIRMEZA DIA	cr. x 50 g	Andr¢maco	7830	3915
9960030	DERMAGLOS F ULTRA FIRMEZA NOCHE	cr. x 50 g	Andr¢maco	7599	3800
9960026	DERMAGLOS F ULTRA HIDRA CONT	cr. gel x 15 g	Andr¢maco	2148	1074
9960027	DERMAGLOS F ULTRA HIDRATACION	cr. gel x 50 g	Andr¢maco	3921	1961
9960031	DERMAGLOS F ULTRA VOL/EST CONT	cr. x 15 g	Andr¢maco	8020	4010
9960032	DERMAGLOS F ULTRA VOLUMEN DIA	cr. x 50 g	Andr¢maco	5331	2666
9960033	DERMAGLOS F ULTRA VOLUMEN NOCHE	cr. x 50 g	Andr¢maco	5351	2676
9943530	DERMAGLOS LINEA FACIAL PROTECCION DIARIA F20	cr.x 50 g	Andr¢maco	134	67
9916758	DERMAGLOS LINEA SOLAR	Barra protectora x 12 g	Andr¢maco	15	8
9957642	DERMAGLOS LINEA SOLAR	F50 F.DermoTM cr. x 50 g	Andr¢maco	2267	1134
9957643	DERMAGLOS LINEA SOLAR	F50 Fac.c/color cr.x 50g	Andr¢maco	3122	1561
9959762	DERMAGLOS LINEA SOLAR	F50 Fac.s/color cr.x 50g	Andr¢maco	2104	1052
9929062	DERMAGLOS LINEA SOLAR	FPS 10 spray RA x 150 ml	Andr¢maco	106	53
9927857	DERMAGLOS LINEA SOLAR	FPS 20 spray RA x 150 ml	Andr¢maco	426	213
9929064	DERMAGLOS LINEA SOLAR	FPS 30 Plus spray x150ml	Andr¢maco	16	8
9952843	DERMAGLOS LINEA SOLAR	FPS 30 inv.spray x170ml	Andr¢maco	1687	844
9949624	DERMAGLOS LINEA SOLAR	FPS 30 invis.sprayx180ml	Andr¢maco	3741	1871
9951652	DERMAGLOS LINEA SOLAR	FPS 30 lapiz x 3.4 g	Andr¢maco	627	314
9929063	DERMAGLOS LINEA SOLAR	FPS 30 spray RA x 150 ml	Andr¢maco	21	11
9932781	DERMAGLOS LINEA SOLAR	FPS 4 RA emulsi¢n x200ml	Andr¢maco	13	7
9936871	DERMAGLOS LINEA SOLAR	FPS 4 RA emulsi¢n x250ml	Andr¢maco	21	11
9951653	DERMAGLOS LINEA SOLAR	FPS 40 barra x 14 g	Andr¢maco	237	119
9949625	DERMAGLOS LINEA SOLAR	FPS 40 cont.spray x170ml	Andr¢maco	2076	1038
9924248	DERMAGLOS LINEA SOLAR	FPS 45 RA crema x 150g	Andr¢maco	264	132
9951650	DERMAGLOS LINEA SOLAR	FPS 50 beb‚s cr.x 150 g	Andr¢maco	2874	1437
9955559	DERMAGLOS LINEA SOLAR	FPS 50 beb‚s cr.x 50 g	Andr¢maco	706	353
9949626	DERMAGLOS LINEA SOLAR	FPS 50 ni¤o spray x170ml	Andr¢maco	128	64
9954414	DERMAGLOS LINEA SOLAR	FPS 50 spray cont.x170ml	Andr¢maco	2101	1051
9924249	DERMAGLOS LINEA SOLAR	FPS 65 RA crema x 90g	Andr¢maco	1671	836
9958836	DERMAGLOS LINEA SOLAR	FPS 65 beb‚s cr.x 120 g	Andr¢maco	1845	923
9957644	DERMAGLOS LINEA SOLAR	FPS 65 beb‚s cr.x 50 g	Andr¢maco	1007	504
9949622	DERMAGLOS LINEA SOLAR	FPS 70 beb‚s cr.x 150g	Andr¢maco	69	35
9932782	DERMAGLOS LINEA SOLAR	FPS 8 RA emulsi¢n x200ml	Andr¢maco	26	13
9936872	DERMAGLOS LINEA SOLAR	FPS 8 RA emulsi¢n x250ml	Andr¢maco	104	52
9949623	DERMAGLOS LINEA SOLAR	FPS 80 cr.x 90 g	Andr¢maco	2709	1355
9932784	DERMAGLOS LINEA SOLAR	FPS15 RA emulsi¢n x200ml	Andr¢maco	14	7
9936873	DERMAGLOS LINEA SOLAR	FPS15 RA emulsi¢n x250ml	Andr¢maco	76	38
9957641	DERMAGLOS LINEA SOLAR	FPS15 RA emulsi¢n x250ml	Andr¢maco	1112	556
9958281	DERMAGLOS LINEA SOLAR	FPS15 emulsi¢n x220ml	Andr¢maco	690	345
9932785	DERMAGLOS LINEA SOLAR	FPS20 RA emulsi¢n x200ml	Andr¢maco	29	15
9936874	DERMAGLOS LINEA SOLAR	FPS20 RA emulsi¢n x250ml	Andr¢maco	2307	1154
9939377	DERMAGLOS LINEA SOLAR	FPS30 Barra protec.x 14g	Andr¢maco	2000	1000
9932786	DERMAGLOS LINEA SOLAR	FPS30 RA emulsi¢n x200ml	Andr¢maco	34	17
9936875	DERMAGLOS LINEA SOLAR	FPS30 RA emulsi¢n x250ml	Andr¢maco	2361	1181
9955558	DERMAGLOS LINEA SOLAR	FPS30 efecto seco x 180g	Andr¢maco	1455	728
9954418	DERMAGLOS LINEA SOLAR	FPS30 emuls.pomo x 150ml	Andr¢maco	611	306
9955560	DERMAGLOS LINEA SOLAR	FPS30 emuls.pomo x 50 ml	Andr¢maco	629	315
9958282	DERMAGLOS LINEA SOLAR	FPS30 emulsi¢n x220ml	Andr¢maco	616	308
9932787	DERMAGLOS LINEA SOLAR	FPS40 RA emulsi¢n x200ml	Andr¢maco	38	19
9951651	DERMAGLOS LINEA SOLAR	FPS40 efecto seco x 180g	Andr¢maco	1539	770
9957645	DERMAGLOS LINEA SOLAR	FPS40 emulsi¢n x 120 ml	Andr¢maco	1323	662
9954417	DERMAGLOS LINEA SOLAR	FPS40 emulsi¢n x 380 ml	Andr¢maco	1806	903
9958283	DERMAGLOS LINEA SOLAR	FPS40 emulsi¢n x220ml	Andr¢maco	694	347
9936876	DERMAGLOS LINEA SOLAR	FPS40 emulsi¢n x250ml	Andr¢maco	1626	813
9951649	DERMAGLOS LINEA SOLAR	FPS40 ni¤o emuls.x 180ml	Andr¢maco	393	197
9958285	DERMAGLOS LINEA SOLAR	FPS50 Ni¤os Emuls.x200ml	Andr¢maco	870	435
9953796	DERMAGLOS LINEA SOLAR	FPS50 RA emulsi¢n x 50ml	Andr¢maco	1050	525
9955562	DERMAGLOS LINEA SOLAR	FPS50 RA emulsi¢n x150ml	Andr¢maco	482	241
9948244	DERMAGLOS LINEA SOLAR	FPS50 RA emulsi¢n x250ml	Andr¢maco	3071	1536
9958284	DERMAGLOS LINEA SOLAR	FPS50 emulsi¢n x220ml	Andr¢maco	508	254
9955561	DERMAGLOS LINEA SOLAR	FPS50 ni¤o emuls.x180 ml	Andr¢maco	1635	818
9954419	DERMAGLOS LINEA SOLAR	FPS50 ni¤o spray x170 ml	Andr¢maco	3039	1520
9948246	DERMAGLOS LINEA SOLAR	Fac.matif. F30 cr.x 50g	Andr¢maco	884	442
9939030	DERMAGLOS LINEA SOLAR	Facial Fact.30RA cr.x50g	Andr¢maco	49	25
9924241	DERMAGLOS LINEA SOLAR	Factor 15 env.x 150 g	Andr¢maco	14	7
9930812	DERMAGLOS LINEA SOLAR	Factor 4 RA emuls.x180ml	Andr¢maco	10	5
9924239	DERMAGLOS LINEA SOLAR	Factor 4 env.x 150 g	Andr¢maco	14	7
9924243	DERMAGLOS LINEA SOLAR	Factor 8 RA emuls.x180ml	Andr¢maco	21	11
9924240	DERMAGLOS LINEA SOLAR	Factor 8 env.x 150 g	Andr¢maco	17	9
9924244	DERMAGLOS LINEA SOLAR	Factor15 RA emuls.x180ml	Andr¢maco	28	14
9924245	DERMAGLOS LINEA SOLAR	Factor20 RA emuls.x180ml	Andr¢maco	17	9
9924246	DERMAGLOS LINEA SOLAR	Factor30 RA emuls.x180ml	Andr¢maco	16	8
9924247	DERMAGLOS LINEA SOLAR	Factor40 RA emuls.x180ml	Andr¢maco	18	9
9938820	DERMAGLOS LINEA SOLAR	Ni¤osFac.35RAemul.x200ml	Andr¢maco	139	70
9930107	DERMAGLOS LINEA SOLAR	Pack gel x 150 g+F4x150g	Andr¢maco	25	13
9924250	DERMAGLOS LINEA SOLAR	Pack gel x 150 g+F8x150g	Andr¢maco	23	12
9930108	DERMAGLOS LINEA SOLAR	Pack gel x 150g+F15x150g	Andr¢maco	18	9
9914822	DERMAGLOS LINEA SOLAR	Post solar emuls.x 300ml	Andr¢maco	431	216
9954415	DERMAGLOS LINEA SOLAR	Post solar emuls.x 300ml	Andr¢maco	3527	1764
9924236	DERMAGLOS LINEA SOLAR	Post solar gel x 150 g	Andr¢maco	2579	1290
9918157	DERMAGLOS LINEA SOLAR	Post solar gel x 200 g	Andr¢maco	208	104
9954416	DERMAGLOS LINEA SOLAR	Post solar gel x 300ml	Andr¢maco	3739	1870
9958837	DERMAGLOS LINEA SOLAR	Post solar gel x 50 g	Andr¢maco	777	389
9916757	DERMAGLOS LINEA SOLAR	Protector labial x 3.4 g	Andr¢maco	16	8
9941166	DERMAGLOS LINEA SOLAR	Protector labial x 3.4 g	Andr¢maco	44	22
9957639	DERMAGLOS LINEA SOLAR (PROMOCIONAL)	FPS 50 beb‚s cr.x 180 g	Andr¢maco	2220	1110
9957638	DERMAGLOS LINEA SOLAR (PROMOCIONAL)	FPS30 emuls.fr. x 380 ml	Andr¢maco	2325	1163
9957640	DERMAGLOS LINEA SOLAR (PROMOCIONAL)	FPS50 RA emulsi¢n x380ml	Andr¢maco	2997	1499
9928747	DERMAGLOS MANOS & U¥AS	cr.x 120 g	Andr¢maco	18	9
9958499	DERMAGLOS ULTRA F CC CREAM	tono medio cr.x 50 g	Andr¢maco	3412	1706
9953787	DERMAGLOS ULTRA F CONTORNO +30	F30 cr.x 15 g	Andr¢maco	3752	1876
9953788	DERMAGLOS ULTRA F CONTORNO +50	F50 cr.x 15 g	Andr¢maco	6861	3431
9953789	DERMAGLOS ULTRA F DIA +30	F30 cr.x 50 g	Andr¢maco	8939	4470
9953790	DERMAGLOS ULTRA F DIA +50	F50 cr.x 50 g	Andr¢maco	5715	2858
9953791	DERMAGLOS ULTRA F NOCHE +30	F30 cr.x 50 g	Andr¢maco	9977	4989
9953792	DERMAGLOS ULTRA F NOCHE +50	F50 cr.x 50 g	Andr¢maco	5259	2630
41433	DISEL HIDROCORTISONA	Ad.gts.nasales x 20 ml	Andr¢maco	12	6
41432	DISEL HIDROCORTISONA	Ad.gts.nasales x 25 ml	Andr¢maco	11	6
5947391	DRENIX 100	100 mg comp.rec.x 30	Andr¢maco	8325	4163
5474711	DRENIX 100 AP	100 mg caps.lib.prol.x30	Andr¢maco	10129	5065
5474841	DRENIX 50	50 mg comp.rec.x 30	Andr¢maco	2959	1480
2238761	ELEPSIN	10 mg comp.rec.x 24	Andr¢maco	3	2
2223491	ELEPSIN	25 mg comp.rec.x 24	Andr¢maco	8	4
2617192	ELEPSIN	75 mg caps.x 24	Andr¢maco	5	3
4108791	ELEPSIN CL	10 mg comp.rec.x 24	Andr¢maco	11	6
4108871	ELEPSIN CL	25 mg comp.rec.x 24	Andr¢maco	25	13
9916926	ERI ACNE	4% gel x 30 g	Andr¢maco	1914	957
3428241	ERI LOCION	loc.x 50 ml	Andr¢maco	1472	736
9936629	FIL OLOR	cr.x 80 g	Andr¢maco	845	423
36662	FIL OLOR	pda.x 120 g	Andr¢maco	15	8
5439392	FISIODERM	cr.d‚rmica x 200 g	Andr¢maco	5131	2566
5439394	FISIODERM	cr.d‚rmica x 30 g	Andr¢maco	900	450
5439395	FISIODERM	cr.d‚rmica x 350 g	Andr¢maco	9395	4698
5439393	FISIODERM	cr.d‚rmica x 400 g	Andr¢maco	12512	6256
5439391	FISIODERM	cr.d‚rmica x 50 g	Andr¢maco	1799	900
3403991	FITONAL	comp.x 20	Andr¢maco	1826	913
2994711	FITONAL	cr.x 30 g	Andr¢maco	2540	1270
2995461	FITONAL	gts.x 30 ml	Andr¢maco	815	408
3715681	FLUPEC	150 mg comp.x 2	Andr¢maco	4026	2013
3715682	FLUPEC	150 mg comp.x 4	Andr¢maco	6426	3213
3715683	FLUPEC	150 mg comp.x 8	Andr¢maco	10061	5031
3150871	FUCIDIN	apos.x 10(10 x 10cm)	Andr¢maco	47	24
3150291	FUCIDIN	comp.rec.x 12	Andr¢maco	46	23
3150791	FUCITHALMIC	gts.oft.x 5 g	Andr¢maco	45	23
5080261	GENTAREN	cr.x 15 g	Andr¢maco	1303	652
9937139	HIDROSAM	gel cr.x 100 g	Andr¢maco	129	65
9909560	HIDROSAM	gel cr.x 50 g	Andr¢maco	3288	1644
9942190	HIDROSAM	shamp.gel x 150 ml	Andr¢maco	38	19
9909561	HIDROSAM	shamp.gel x 250 ml	Andr¢maco	2456	1228
9959761	HIDROSAM SHAMPOO	env. x 250 ml	Andr¢maco	4168	2084
3598112	HIDROSAM T	0.010% env.x 20 g	Andr¢maco	6581	3291
3598292	HIDROSAM T	0.025% env.x 20 g	Andr¢maco	4150	2075
3598372	HIDROSAM T	0.050% env.x 20 g	Andr¢maco	3144	1572
3598452	HIDROSAM T	0.100% env.x 20 g	Andr¢maco	7406	3703
2983902	HIPOGLOS	pda.x 100 g	Andr¢maco	3483	1742
2983901	HIPOGLOS	pda.x 50 g	Andr¢maco	1358	679
38801	HIPOGLOS CICATRIZANTE	pvo.x 40 g	Andr¢maco	3444	1722
2439731	HIPOGLOS CON HIDROCORTISONA	pda.x 10 g	Andr¢maco	31	16
2439732	HIPOGLOS CON HIDROCORTISONA	pda.x 15 g	Andr¢maco	1599	800
9958578	HIPOGLOS CUIDADO DIARIO	crema x 30 g	Andr¢maco	1624	812
9958579	HIPOGLOS CUIDADO DIARIO	crema x 90 g	Andr¢maco	3857	1929
9950963	HIPOGLOS CUIDADO DIARIO	pda.x 30 g	Andr¢maco	849	425
9957637	HIPOGLOS CUIDADO DIARIO	pda.x 90 g	Andr¢maco	4359	2180
9950964	HIPOGLOS CUIDADO DIARIO (PROMOCIONAL)	pda.x 40 g	Andr¢maco	1588	794
5968681	HIPOGLOS MICO	pda.x 30 g	Andr¢maco	2650	1325
9958580	HIPOGLOS POMADA VL	pda.x 30 g	Andr¢maco	704	352
9944312	HIPOGLOS VL	pda.x 30 g	Andr¢maco	70	35
9931792	IDENONA	cr.x 15 g	Andr¢maco	5	3
5375841	LEVOMINE	5 mg comp.x 10	Andr¢maco	2391	1196
5375842	LEVOMINE	5 mg comp.x 30	Andr¢maco	5841	2921
6123681	LEVOMINE	gtas.x 20 ml	Andr¢maco	4891	2446
2562573	MACRIL	cr.x 20 g	Andr¢maco	2354	1177
6313841	MACRIL OVULOS	ov.x 6	Andr¢maco	1809	905
5848681	MEBUTAR 200	comp.mast.x 6	Andr¢maco	3317	1659
3601231	MEBUTAR 200	comp.x 6	Andr¢maco	2915	1458
3601151	MEBUTAR 200	susp.x 30 ml	Andr¢maco	1586	793
2971861	MEBUTAR COMPUESTO	comp.rec.x 6	Andr¢maco	2692	1346
2971781	MEBUTAR COMPUESTO	pvo.susp.oral x 18 g	Andr¢maco	2628	1314
9900303	MEBUTAR COMPUESTO	susp.extemp.x 30 ml	Andr¢maco	10	5
9931790	MICATEX	gel x 30 g	Andr¢maco	11	6
6703261	MUPIDERM	cr.x 15 g	Andr¢maco	2393	1197
2416121	NAPRUX	250 mg comp.x 20	Andr¢maco	2863	1432
2416123	NAPRUX	250 mg comp.x 50	Andr¢maco	5560	2780
3101021	NAPRUX	500 mg comp.x 20	Andr¢maco	4853	2427
3101022	NAPRUX	500 mg comp.x 50	Andr¢maco	8883	4442
5137602	NAPRUX 750 AP	750 mg comp.x 30	Andr¢maco	8200	4100
5137603	NAPRUX 750 AP	750 mg comp.x 60	Andr¢maco	11640	5820
5484001	NAPRUX DISTEN	comp.x 10	Andr¢maco	2750	1375
5484002	NAPRUX DISTEN	comp.x 30	Andr¢maco	5959	2980
3394832	NAPRUX GESIC	275 mg comp.rec.x 10	Andr¢maco	15	8
3394831	NAPRUX GESIC	275 mg comp.rec.x 20	Andr¢maco	23	12
9913536	NAPRUX GESIC	550 mg comp.rec.x 20	Andr¢maco	43	22
3394912	NAPRUX RAPID	550 mg comp.rec.ran.x 10	Andr¢maco	2843	1422
3394911	NAPRUX RAPID	550 mg comp.rec.ran.x 20	Andr¢maco	3252	1626
6133001	NOVOCORT	0.6 mg comp.x 30	Andr¢maco	957	479
6133131	NOVOCORT	1.2 mg comp.x 30	Andr¢maco	3474	1737
4880401	NOVOCORT	cr.x 15 g	Andr¢maco	2161	1081
6132971	NOVOCORT	gts.x 30 ml	Andr¢maco	1705	853
6431552	PICATO	tubo aplic.x 2 ds.£nica	Andr¢maco	23515	11758
6431551	PICATO	tubo aplic.x 3 ds.£nica	Andr¢maco	16181	8091
9928938	PIECIDEX	cr.x 20 g	Andr¢maco	15	8
9928940	PIECIDEX	liq.x 30 ml	Andr¢maco	12	6
9928941	PIECIDEX	pvo.x 50 g	Andr¢maco	12	6
9928939	PIECIDEX NF LIQUIDO EN SPRAY	spray x 60 ml	Andr¢maco	12	6
9936630	PRURISEDAN	cr.rosa x 30 g	Andr¢maco	1680	840
2519183	PRURISEDAN	espuma aer.x 80 g	Andr¢maco	16	8
9931374	PRURISEDAN	loc.incoloro x 60 ml	Andr¢maco	697	349
50841	PRURISEDAN	loc.x 60 ml	Andr¢maco	14	7
2405490	PRURISEDAN	pvo.x 100 g	Andr¢maco	2063	1032
2405492	PRURISEDAN	pvo.x 60 g	Andr¢maco	1147	574
2405491	PRURISEDAN	pvo.x 75 g	Andr¢maco	21	11
3157641	PRURISEDAN ANTIMICOTICO	gel x 30 g	Andr¢maco	12	6
3157721	PRURISEDAN ANTIMICOTICO	loc.x 30 ml	Andr¢maco	18	9
